Plot_ID,Owner_Name,Father_Name,Survey_No,Gat_No,Area,Land_Type,Village,Taluka,District,State,Ownership_Type,No_of_Owners,Crop_Type,Irrigation_Source,Encumbrances,Mutation_Entry_No,Date_of_Mutation,Purchase_Value,Market_Value,Transaction_Type,Registration_No,Aadhaar_No,PAN_No,Contact_No,Address,Latitude,Longitude,Soil_Type,Fertility_Status,Ownership_Status,Land_Use,Tax_Status,Remarks,Last_Updated
PLOT128,Neelofar Atwal,Kaira Deshmukh,961/C,123,8.91,Non-Agricultural,Saharanpur,Sangola,Pune,Maharashtra,Joint,3,Paddy,Borewell,None,M6040,2021-02-12,₹561780,₹1596451,Gift,R3733,XXXX-XXXX-6789,YWCPW2541E,03509800032,"00, Thaker, Purnia 668437",17.7782,75.8988,Red,Fertile,Disputed,Crop,Unpaid,Under observation,2024-12-15
PLOT129,Pihu Seth,Indrajit Deshmukh,944/A,487,1.3,Agricultural,Erode,Beed,Solapur,Maharashtra,Joint,2,Soybean,Borewell,Legal Dispute,M7998,2022-03-05,₹738989,₹1325655,Inheritance,R3608,XXXX-XXXX-2209,TNJPJ7899Z,+918263596985,"72, Seshadri Road, Bhalswa Jahangir Pur-288786",17.798,75.406,Alluvial,Medium,Active,Residential,Unpaid,Under observation,2025-03-04
PLOT130,Neysa Borde,Hazel Kadam,904/C,991,8.7,Non-Agricultural,Nadiad,Sangola,Ahmednagar,Maharashtra,Joint,3,Cotton,Borewell,Bank Loan,M5982,2021-12-02,₹744151,₹1812850,Sale,R4240,XXXX-XXXX-8093,SESPB5847L,0798532428,"H.No. 51, Tandon Chowk, Suryapet-923072",19.5937,73.0914,Alluvial,Low,Disputed,Crop,Unpaid,Irrigated area,2025-09-19
PLOT131,Seher Bhandari,Ishita Kadam,656/C,473,2.27,Agricultural,Madhyamgram,Karjat,Kolhapur,Maharashtra,Joint,3,Cotton,Rainfed,Bank Loan,M8609,2023-10-24,₹580505,₹1750009,Sale,R3819,XXXX-XXXX-1685,UFDPC1885D,03357706582,"98/69, Bera Ganj, Kamarhati-566199",19.1976,73.846,Laterite,Medium,Active,Residential,Unpaid,Partially cultivated,2025-05-16
PLOT132,Zeeshan Singh,Mahika Kadam,831/B,127,3.57,Agricultural,Berhampore,Sangola,Kolhapur,Maharashtra,Joint,4,Fallow,Canal,Legal Dispute,M2186,2021-05-22,₹639865,₹905005,Sale,R9103,XXXX-XXXX-2720,ZFWPI6321X,9080977893,"05, Khanna Marg, Karimnagar 389988",19.2444,75.5864,Alluvial,Medium,Active,Crop,Paid,Dryland,2024-10-28
PLOT133,Trisha Lata,Yasmin Kadam,236/C,487,0.66,Agricultural,Anantapuram,Baramati,Nashik,Maharashtra,Joint,3,Maize,Rainfed,Bank Loan,M3613,2023-04-24,₹726826,₹1850506,Inheritance,R7241,XXXX-XXXX-2577,DZIPL2406B,+910318292999,"389, Ramachandran Marg, Darbhanga 144638",18.026,75.5847,Black Cotton,Low,Disputed,Fallow,Paid,Irrigated area,2025-07-11
PLOT134,Mohanlal Deo,Kismat Kadam,804/C,416,5.43,Non-Agricultural,Chittoor,Rahuri,Ahmednagar,Maharashtra,Single,1,Fallow,Rainfed,Bank Loan,M9773,2023-08-20,₹262064,₹1731086,Gift,R6903,XXXX-XXXX-4728,OFYPQ7989J,7365594229,"53/445, Bir Zila, Jorhat 692395",19.6549,74.278,Red,Medium,Active,Residential,Paid,Under observation,2025-01-11
PLOT135,Seher Sura,Parinaaz Shinde,926/B,794,6.79,Agricultural,Giridih,Pandharpur,Solapur,Maharashtra,Single,1,Maize,Borewell,Bank Loan,M5499,2023-07-24,₹229244,₹1349521,Sale,R3061,XXXX-XXXX-1907,OUTPD1478H,+914000190854,"18, Dhar Marg, Udupi-276755",17.5564,74.2538,Red,Medium,Disputed,Fallow,Paid,Irrigated area,2025-01-22
PLOT136,Dhanush Vala,Darshit Deshmukh,788/A,198,6.65,Agricultural,Satara,Rahuri,Nashik,Maharashtra,Joint,3,Fallow,Borewell,None,M2589,2023-10-03,₹759133,₹1290346,Inheritance,R9950,XXXX-XXXX-3797,OQBPW6540T,02548792205,"36/47, Rao Ganj, Jalgaon-301989",19.5005,75.4486,Red,Fertile,Active,Fallow,Paid,Dryland,2025-01-11
PLOT137,Divyansh Gulati,Chirag Kadam,694/C,192,4.79,Non-Agricultural,Cuttack,Pandharpur,Beed,Maharashtra,Single,1,Cotton,Well,Legal Dispute,M5886,2020-11-15,₹308508,₹1326682,Gift,R3136,XXXX-XXXX-1357,PMAPC6612L,1809072522,"34/49, Sharma Chowk, Nagaon 341996",17.2217,75.0423,Black Cotton,Medium,Active,Fallow,Unpaid,Partially cultivated,2025-08-22
PLOT138,Hazel Gour,Saanvi Shinde,404/A,774,2.41,Agricultural,Jamalpur,Pandharpur,Ahmednagar,Maharashtra,Joint,3,Fallow,Rainfed,Mortgage,M7421,2021-09-30,₹410802,₹1250881,Inheritance,R3894,XXXX-XXXX-8495,SFVPZ2158L,+914642408425,"86/58, Sandhu Street, Dharmavaram 856919",19.3688,74.253,Sandy,Low,Disputed,Crop,Unpaid,Irrigated area,2024-10-28
PLOT139,Raunak Sagar,Ayesha Shinde,497/C,671,8.43,Agricultural,Mumbai,Pandharpur,Solapur,Maharashtra,Single,1,Paddy,Canal,Bank Loan,M9874,2024-12-13,₹711820,₹1190252,Gift,R5333,XXXX-XXXX-6423,ATCPL3217S,2728425470,"62/20, Chaudry Street, Jodhpur 668274",18.4329,75.9505,Sandy,Medium,Disputed,Fallow,Unpaid,Under observation,2024-11-17
PLOT140,Pranay Choudhary,Onkar Jadhav,619/C,612,9.61,Agricultural,Kalyan-Dombivli,Beed,Ahmednagar,Maharashtra,Joint,4,Fallow,Canal,Mortgage,M8265,2022-08-20,₹760622,₹1372784,Sale,R7473,XXXX-XXXX-4674,ZVWPE2162R,+918673554304,"H.No. 93, Yohannan Ganj, Faridabad 633124",17.6291,73.464,Alluvial,Low,Disputed,Residential,Unpaid,Irrigated area,2025-05-16
PLOT141,Anaya Basak,Veer Kadam,457/B,198,8.25,Non-Agricultural,Vijayawada,Karmala,Kolhapur,Maharashtra,Joint,2,Cotton,Canal,Bank Loan,M6367,2023-03-13,₹685040,₹1237795,Gift,R1115,XXXX-XXXX-1653,MPQPE9992H,+918984486870,"H.No. 447, Bhandari Circle, Noida 286950",17.9941,74.5348,Red,Medium,Active,Residential,Unpaid,Under observation,2025-01-28
PLOT142,Mishti Sani,Ritvik Jadhav,347/B,174,1.73,Agricultural,Berhampur,Karjat,Nashik,Maharashtra,Single,1,Maize,Borewell,Legal Dispute,M1138,2025-04-25,₹413796,₹1909498,Sale,R5846,XXXX-XXXX-7418,UXUPW6831I,03578046920,"80/280, Lala Zila, Begusarai-035694",19.1429,73.8625,Alluvial,Fertile,Active,Fallow,Unpaid,Partially cultivated,2025-03-29
PLOT143,Renee Babu,Ishita Shinde,220/B,784,8.64,Non-Agricultural,Raebareli,Rahuri,Pune,Maharashtra,Single,1,Maize,Rainfed,Legal Dispute,M3397,2022-10-04,₹574464,₹1289597,Inheritance,R2560,XXXX-XXXX-5028,BVPPO6897D,+911038540508,"H.No. 55, Jaggi Chowk, Jaunpur-181652",17.027,74.1831,Laterite,Low,Disputed,Crop,Paid,Under observation,2025-07-20
PLOT144,Prisha Sarna,Hazel Deshmukh,738/B,300,9.75,Non-Agricultural,Jamshedpur,Pandharpur,Nashik,Maharashtra,Single,1,Maize,Well,Mortgage,M1310,2023-06-10,₹363004,₹1348720,Inheritance,R1264,XXXX-XXXX-9573,KBLPJ5340E,9826319891,"24/56, Karan Street, Giridih 567332",18.3026,73.2795,Red,Medium,Active,Fallow,Unpaid,Irrigated area,2024-11-04
PLOT145,Jhanvi Badami,Saira Deshmukh,363/C,167,6.78,Non-Agricultural,Raichur,Karmala,Nashik,Maharashtra,Joint,3,Fallow,Canal,Mortgage,M8476,2025-03-07,₹555384,₹1292928,Gift,R6864,XXXX-XXXX-8921,BSOPC0958L,02176302464,"H.No. 655, Acharya Circle, Pudukkottai 610953",17.4762,75.8045,Red,Medium,Active,Fallow,Unpaid,Dryland,2024-12-10
PLOT146,Parinaaz Kadakia,Saksham Jadhav,506/C,218,5.08,Non-Agricultural,Arrah,Rahuri,Nashik,Maharashtra,Joint,2,Sugarcane,Rainfed,Mortgage,M6060,2025-01-29,₹657602,₹1559354,Gift,R6006,XXXX-XXXX-6795,UXVPX3746C,+919067467123,"45/68, Bala Nagar, Satna-852788",18.6041,75.8192,Laterite,Low,Disputed,Fallow,Paid,Partially cultivated,2025-04-04
PLOT147,Jhanvi Ranganathan,Dharmajan Kadam,218/A,359,6.82,Non-Agricultural,Alappuzha,Beed,Beed,Maharashtra,Joint,2,Maize,Rainfed,Bank Loan,M5271,2025-01-06,₹392767,₹1806548,Sale,R4893,XXXX-XXXX-3178,XWPPJ1928G,2509918470,"H.No. 74, Kanda, Amritsar-798935",17.7366,75.2115,Sandy,Medium,Disputed,Crop,Unpaid,Under observation,2025-01-29
PLOT148,Jayesh Srinivas,Elakshi Shinde,404/C,330,7.09,Agricultural,Dhule,Sangola,Beed,Maharashtra,Single,1,Sugarcane,Borewell,None,M4881,2021-08-04,₹445363,₹1507657,Gift,R2237,XXXX-XXXX-5898,DMDPE6450S,+914611218538,"H.No. 750, Vala Chowk, Gaya 145558",18.114,74.6319,Alluvial,Fertile,Disputed,Crop,Unpaid,Irrigated area,2025-07-09
PLOT149,Samar Gill,Biju Patil,886/C,318,3.59,Agricultural,Sasaram,Karjat,Kolhapur,Maharashtra,Joint,2,Cotton,Borewell,None,M3080,2021-04-01,₹556071,₹1719232,Gift,R2346,XXXX-XXXX-3978,WNIPS6341W,+915327806279,"H.No. 320, Das, Korba 443365",18.4149,75.0237,Alluvial,Medium,Disputed,Residential,Paid,Partially cultivated,2024-11-16
PLOT150,Nayantara Khare,Miraan Deshmukh,132/B,437,9.89,Agricultural,Nagaon,Rahuri,Kolhapur,Maharashtra,Joint,4,Paddy,Well,Legal Dispute,M8883,2024-08-18,₹289990,₹1687864,Inheritance,R8458,XXXX-XXXX-5501,WGWPX5567Y,1466590145,"05, Baral Street, Gulbarga-284645",18.7993,74.3849,Alluvial,Low,Disputed,Fallow,Unpaid,Irrigated area,2025-09-02
PLOT151,Pihu Andra,Drishya Jadhav,245/A,670,2.82,Agricultural,Ajmer,Karjat,Beed,Maharashtra,Joint,3,Paddy,Rainfed,Legal Dispute,M9013,2025-06-08,₹443682,₹1946773,Inheritance,R2139,XXXX-XXXX-9762,AIEPW9526B,+917186175891,"67, Thaman Ganj, Junagadh-796866",19.9525,74.9748,Laterite,Medium,Active,Crop,Unpaid,Partially cultivated,2025-06-10
PLOT152,Kashvi Contractor,Abram Shinde,507/A,159,0.85,Agricultural,Bilaspur,Sangola,Beed,Maharashtra,Single,1,Cotton,Canal,Bank Loan,M1668,2022-02-28,₹624586,₹1174111,Inheritance,R5344,XXXX-XXXX-7708,FNOPT5810T,2796265114,"H.No. 549, Buch Zila, Machilipatnam-391919",19.0903,73.7797,Red,Fertile,Active,Residential,Unpaid,Dryland,2025-10-01
PLOT153,Indrajit Bajaj,Lakshay Patil,450/B,137,6.58,Agricultural,Phagwara,Karjat,Pune,Maharashtra,Single,1,Wheat,Rainfed,Legal Dispute,M7736,2025-03-20,₹261852,₹1134764,Gift,R3280,XXXX-XXXX-1600,URWPM1812S,+911872132944,"15/30, Vora Chowk, Silchar 498696",18.7771,74.949,Alluvial,Fertile,Active,Residential,Paid,Irrigated area,2025-05-11
PLOT154,Alia Walia,Kiaan Patil,189/A,101,8.5,Agricultural,Jhansi,Pandharpur,Beed,Maharashtra,Joint,4,Cotton,Well,Legal Dispute,M1099,2023-03-01,₹768976,₹1772886,Sale,R6591,XXXX-XXXX-9314,YRYPV6312Y,04931391087,"H.No. 608, Sinha Zila, Ghaziabad-209630",19.8272,75.5036,Sandy,Low,Active,Crop,Paid,Under observation,2025-06-03
PLOT155,Onkar Chand,Badal Shinde,147/A,532,3.13,Agricultural,Mau,Beed,Beed,Maharashtra,Joint,4,Fallow,Rainfed,Bank Loan,M1098,2021-05-26,₹471049,₹1719656,Inheritance,R6975,XXXX-XXXX-1687,TKGPL0908I,+910129630976,"08/700, Mandal Nagar, Burhanpur 629382",18.0477,75.0115,Alluvial,Low,Active,Crop,Unpaid,Under observation,2024-12-08
PLOT156,Miraya Barman,Kabir Kadam,292/C,850,4.64,Agricultural,Srinagar,Sangola,Beed,Maharashtra,Single,1,Cotton,Well,Legal Dispute,M5958,2021-05-20,₹552948,₹1751237,Gift,R7542,XXXX-XXXX-3024,OVEPY4642N,+917303831239,"59, Luthra Street, Pudukkottai-279929",18.9653,73.3447,Alluvial,Low,Disputed,Residential,Paid,Irrigated area,2025-07-21
PLOT157,Samaira Sibal,Badal Jadhav,822/A,152,8.02,Non-Agricultural,Muzaffarnagar,Sangola,Beed,Maharashtra,Joint,4,Sugarcane,Rainfed,Mortgage,M6493,2023-08-30,₹583786,₹986608,Inheritance,R3069,XXXX-XXXX-3345,QWOPN3759A,03882642193,"H.No. 547, Goyal Zila, Hyderabad 568316",18.2767,73.3609,Red,Medium,Disputed,Crop,Unpaid,Irrigated area,2024-11-02
PLOT158,Jhanvi Barman,Jiya Jadhav,701/A,325,1.16,Non-Agricultural,Ajmer,Sangola,Ahmednagar,Maharashtra,Single,1,Sugarcane,Well,Bank Loan,M5456,2021-06-28,₹233147,₹1403672,Gift,R3271,XXXX-XXXX-1379,QENPP3237J,6636966223,"19, Sami Road, Jamnagar-227993",19.4552,74.6235,Sandy,Fertile,Disputed,Fallow,Unpaid,Irrigated area,2025-08-31
PLOT159,Zara Vaidya,Yakshit Jadhav,501/A,745,9.1,Agricultural,Bilaspur,Sangola,Kolhapur,Maharashtra,Joint,2,Fallow,Canal,Mortgage,M6283,2024-09-24,₹232155,₹1721385,Gift,R5127,XXXX-XXXX-2950,NBUPF8319Y,03266121187,"52, Bedi Street, Kanpur 929331",18.9499,75.1739,Black Cotton,Fertile,Disputed,Residential,Paid,Partially cultivated,2025-06-15
PLOT160,Ritvik Upadhyay,Nirvi Shinde,991/B,133,9.21,Non-Agricultural,Mahbubnagar,Karjat,Nashik,Maharashtra,Joint,3,Wheat,Well,Bank Loan,M2941,2022-03-11,₹497426,₹1918136,Inheritance,R3094,XXXX-XXXX-6909,AJHPV9844F,+914813938621,"82/886, Din Circle, Chinsurah-433019",17.1933,73.4268,Sandy,Low,Active,Crop,Paid,Under observation,2024-10-07
PLOT161,Indranil Dixit,Shray Shinde,441/A,410,5.5,Non-Agricultural,Visakhapatnam,Baramati,Kolhapur,Maharashtra,Single,1,Fallow,Borewell,None,M3998,2025-03-06,₹774018,₹1424505,Gift,R4149,XXXX-XXXX-3491,SPHPV1631H,03649502525,"08/942, Basu, Indore-360632",19.6542,74.9081,Laterite,Medium,Disputed,Fallow,Unpaid,Under observation,2025-09-17
PLOT162,Ayesha Gupta,Charvi Patil,743/B,192,9.69,Agricultural,Thane,Pandharpur,Nashik,Maharashtra,Single,1,Sugarcane,Canal,Mortgage,M4647,2022-01-13,₹225811,₹1275138,Gift,R5176,XXXX-XXXX-3783,SVWPZ7885A,+910018065411,"52, Kanda Road, Gopalpur-344665",17.1032,73.828,Red,Low,Disputed,Fallow,Paid,Under observation,2025-03-04
PLOT163,Heer Acharya,Bhavin Deshmukh,427/C,113,4.26,Non-Agricultural,Solapur,Karjat,Solapur,Maharashtra,Joint,4,Paddy,Well,Bank Loan,M1517,2021-04-02,₹628285,₹1268640,Inheritance,R7816,XXXX-XXXX-8925,GGOPM1645D,01043747485,"24/152, Dhillon Ganj, Bongaigaon 366066",18.9834,75.645,Alluvial,Low,Disputed,Residential,Paid,Irrigated area,2025-04-27
PLOT164,Jivika Konda,Himmat Jadhav,457/C,790,9.77,Non-Agricultural,Bhilwara,Pandharpur,Ahmednagar,Maharashtra,Joint,3,Soybean,Borewell,Legal Dispute,M5370,2024-10-26,₹577838,₹1135270,Sale,R2290,XXXX-XXXX-7713,HUSPE6366G,04080126627,"69/653, Baral Circle, Nandyal 468977",18.7718,73.8391,Laterite,Fertile,Disputed,Residential,Paid,Partially cultivated,2025-06-28
PLOT165,Tushar Goel,Divyansh Shinde,617/C,848,1.22,Non-Agricultural,Karimnagar,Rahuri,Solapur,Maharashtra,Single,1,Fallow,Borewell,Bank Loan,M5452,2025-03-08,₹511263,₹1438479,Gift,R7974,XXXX-XXXX-4572,ZJJPU6535D,02274104845,"H.No. 826, Yohannan Chowk, Mango 022980",18.0044,75.0908,Laterite,Medium,Active,Residential,Unpaid,Partially cultivated,2024-12-21
PLOT166,Tanya Tella,Khushi Kadam,460/A,458,8.55,Agricultural,Munger,Karjat,Ahmednagar,Maharashtra,Single,1,Fallow,Borewell,Legal Dispute,M9699,2023-06-17,₹368465,₹1152316,Gift,R3838,XXXX-XXXX-6417,MLBPG2386N,+914822267679,"35/22, Sem Circle, Tiruppur-335427",19.3086,74.6297,Laterite,Fertile,Disputed,Residential,Unpaid,Dryland,2025-05-07
PLOT167,Darshit Dora,Kimaya Patil,368/B,344,5.19,Non-Agricultural,Dehri,Rahuri,Kolhapur,Maharashtra,Single,1,Sugarcane,Well,Mortgage,M8841,2025-04-25,₹354557,₹1029346,Sale,R2523,XXXX-XXXX-6936,TVHPX6034X,1668175261,"379, Bedi Marg, Bharatpur 619856",19.0614,74.0512,Alluvial,Low,Disputed,Crop,Paid,Irrigated area,2024-12-23
PLOT168,Manikya Wagle,Mamooty Kadam,779/A,303,0.99,Non-Agricultural,Bhimavaram,Rahuri,Pune,Maharashtra,Single,1,Cotton,Canal,Legal Dispute,M6392,2022-03-17,₹526609,₹1342828,Sale,R4997,XXXX-XXXX-8233,KDHPM4447K,09403568627,"89/34, Kalita Road, Mangalore-837605",19.3815,73.1873,Sandy,Medium,Active,Fallow,Unpaid,Under observation,2025-09-09
PLOT169,Aarush Jhaveri,Sahil Deshmukh,129/A,163,6.04,Agricultural,Kumbakonam,Baramati,Ahmednagar,Maharashtra,Single,1,Fallow,Well,None,M6155,2022-10-20,₹565465,₹1778930,Gift,R2787,XXXX-XXXX-8149,PXUPO6081K,05572794870,"80/93, Bajaj Circle, Gurgaon 668899",17.3797,74.0689,Laterite,Medium,Disputed,Crop,Paid,Under observation,2025-02-22
PLOT170,Heer Madan,Abram Kadam,657/C,726,6.95,Agricultural,Ratlam,Rahuri,Nashik,Maharashtra,Single,1,Fallow,Well,Bank Loan,M1711,2025-06-17,₹617288,₹1405874,Gift,R2677,XXXX-XXXX-8617,IKJPU4006Q,01662379791,"H.No. 475, Batta Circle, Morena 484458",17.1904,74.1626,Sandy,Low,Disputed,Crop,Paid,Dryland,2025-07-06
PLOT171,Hridaan Kamdar,Aniruddh Kadam,715/C,362,1.94,Non-Agricultural,Rampur,Baramati,Nashik,Maharashtra,Joint,4,Wheat,Borewell,Legal Dispute,M9333,2021-07-06,₹327844,₹1547880,Gift,R2599,XXXX-XXXX-2113,NDIPB5395V,09211137457,"H.No. 417, Sarin Circle, Berhampur-212042",17.0796,75.268,Red,Low,Active,Crop,Paid,Under observation,2024-10-19
PLOT172,Shalv Doshi,Navya Shinde,379/B,875,6.92,Agricultural,Yamunanagar,Rahuri,Kolhapur,Maharashtra,Single,1,Cotton,Rainfed,Legal Dispute,M5274,2023-06-01,₹589782,₹1009134,Inheritance,R4744,XXXX-XXXX-1487,ZQDPF0745N,4464391755,"420, Gala Path, Ramagundam 175265",18.628,73.6408,Red,Low,Disputed,Fallow,Unpaid,Irrigated area,2025-05-08
PLOT173,Hrishita Jain,Ahana  Kadam,727/B,240,6.49,Agricultural,Tadipatri,Rahuri,Nashik,Maharashtra,Joint,2,Paddy,Well,Legal Dispute,M8196,2024-03-05,₹639610,₹1542301,Gift,R2405,XXXX-XXXX-6302,ZBDPT6559X,04452319532,"923, Kota Path, Khora -450290",18.8483,73.7342,Laterite,Fertile,Disputed,Fallow,Paid,Under observation,2025-05-19
PLOT174,Akarsh Sachar,Keya Shinde,330/B,525,2.3,Non-Agricultural,Kottayam,Karjat,Solapur,Maharashtra,Joint,3,Fallow,Rainfed,Bank Loan,M5082,2025-07-10,₹688040,₹1807571,Gift,R9173,XXXX-XXXX-3630,DPDPP3869Q,+918736149830,"23/915, Halder Chowk, Dhule-383345",18.7628,75.6461,Laterite,Fertile,Active,Fallow,Paid,Partially cultivated,2025-03-09
PLOT175,Divij Sant,Gatik Jadhav,172/A,975,6.64,Non-Agricultural,Hajipur,Baramati,Pune,Maharashtra,Joint,2,Soybean,Canal,Mortgage,M5181,2025-06-28,₹602746,₹1369812,Sale,R8468,XXXX-XXXX-6329,RNXPU9265V,+917866968639,"14/66, Banerjee Street, Tezpur-110748",18.6444,75.8468,Sandy,Medium,Disputed,Fallow,Unpaid,Under observation,2025-07-23
PLOT176,Nakul Chad,Amani Shinde,686/C,606,0.74,Non-Agricultural,Kollam,Baramati,Solapur,Maharashtra,Single,1,Wheat,Well,None,M7751,2023-01-04,₹722674,₹908341,Sale,R4101,XXXX-XXXX-3806,ZIZPE6734T,9467401119,"10/964, Khalsa Marg, Bhimavaram 397165",17.6458,74.7467,Laterite,Low,Disputed,Residential,Unpaid,Partially cultivated,2025-03-19
PLOT177,Aaryahi Ramachandran,Prerak Kadam,743/C,885,3.65,Non-Agricultural,Maheshtala,Rahuri,Solapur,Maharashtra,Single,1,Paddy,Canal,Legal Dispute,M1986,2024-04-22,₹776388,₹1672083,Inheritance,R5918,XXXX-XXXX-2150,BVVPH5136O,+916728367024,"78, Balakrishnan Zila, Bongaigaon-893701",17.6139,74.1876,Sandy,Medium,Active,Crop,Unpaid,Under observation,2025-02-21
PLOT178,Tanya Chandran,Ivan Shinde,714/A,268,6.21,Non-Agricultural,Mau,Karmala,Solapur,Maharashtra,Joint,2,Cotton,Borewell,Legal Dispute,M2868,2025-05-04,₹612993,₹1692840,Sale,R5743,XXXX-XXXX-2679,JFPPW6963S,04038404377,"364, Raj Ganj, Tiruppur 911642",18.3536,75.1792,Red,Low,Disputed,Crop,Unpaid,Under observation,2025-02-26
PLOT179,Hunar Dutt,Drishya Shinde,329/A,221,2.98,Agricultural,Gwalior,Sangola,Kolhapur,Maharashtra,Single,1,Fallow,Rainfed,Legal Dispute,M5309,2020-10-09,₹279480,₹1551438,Sale,R1426,XXXX-XXXX-9122,XKSPH4834A,+913784994416,"84/30, Grewal Chowk, Raichur-590824",17.4963,74.9532,Red,Fertile,Disputed,Residential,Unpaid,Under observation,2025-09-14
PLOT180,Dhanuk Aurora,Fateh Patil,906/A,146,8.08,Agricultural,Dehradun,Karmala,Kolhapur,Maharashtra,Joint,2,Fallow,Well,Mortgage,M3140,2025-06-09,₹542361,₹987998,Inheritance,R4367,XXXX-XXXX-9595,HWWPU5347P,5108579015,"H.No. 609, Doshi, Rajkot 684352",17.2129,73.294,Alluvial,Fertile,Active,Residential,Paid,Under observation,2025-07-02
PLOT181,Sahil Gala,Shaan Jadhav,558/A,350,1.61,Non-Agricultural,Kumbakonam,Sangola,Pune,Maharashtra,Joint,4,Wheat,Well,Legal Dispute,M6497,2025-03-22,₹524886,₹1158323,Sale,R8255,XXXX-XXXX-4335,FVGPC1712U,+915995244180,"H.No. 68, Thaman Chowk, Rajahmundry 539047",17.6192,74.03,Laterite,Low,Active,Fallow,Paid,Dryland,2024-10-20
PLOT182,Raunak Saraf,Shayak Patil,175/A,999,9.71,Agricultural,Medininagar,Karmala,Solapur,Maharashtra,Joint,4,Paddy,Borewell,None,M3951,2025-09-12,₹475715,₹1050504,Sale,R3589,XXXX-XXXX-7556,DKMPQ2407H,05301921742,"87, Dhingra Street, Sangli-Miraj & Kupwad 817488",18.8315,74.7912,Alluvial,Fertile,Active,Crop,Paid,Dryland,2025-09-25
PLOT183,Heer Sarma,Sumer Deshmukh,978/B,156,1.22,Agricultural,Karawal Nagar,Karmala,Kolhapur,Maharashtra,Joint,4,Paddy,Well,Legal Dispute,M4459,2023-06-29,₹427936,₹1463417,Gift,R2460,XXXX-XXXX-6189,GDBPV3799J,09237336550,"03/291, De Chowk, Durgapur 052433",18.9687,74.8978,Alluvial,Fertile,Disputed,Crop,Paid,Partially cultivated,2024-11-13
PLOT184,Kiaan Cherian,Divit Jadhav,141/B,705,0.92,Non-Agricultural,Kirari Suleman Nagar,Karjat,Pune,Maharashtra,Single,1,Cotton,Borewell,Mortgage,M6889,2023-02-17,₹799024,₹1796106,Sale,R8396,XXXX-XXXX-2536,IWGPP1866L,+913570035931,"694, Lad Path, Jorhat-490859",17.882,73.9847,Laterite,Medium,Disputed,Fallow,Paid,Irrigated area,2024-10-22
PLOT185,Jivin Gulati,Trisha Kadam,591/B,166,4.78,Non-Agricultural,Siwan,Rahuri,Solapur,Maharashtra,Single,1,Cotton,Rainfed,Mortgage,M5003,2023-05-18,₹587273,₹1019968,Inheritance,R2171,XXXX-XXXX-8797,FHCPR3467S,+919682931124,"852, Master Path, Hospet-960240",18.6616,75.8907,Red,Medium,Disputed,Fallow,Paid,Under observation,2025-03-08
PLOT186,Piya Thakur,Jivin Patil,266/A,713,6.66,Agricultural,Suryapet,Beed,Pune,Maharashtra,Single,1,Sugarcane,Borewell,Legal Dispute,M1173,2024-02-26,₹717602,₹989123,Sale,R9038,XXXX-XXXX-2387,BDWPD0409R,1845105589,"H.No. 53, Sarkar Street, Etawah-423028",17.4385,74.2729,Alluvial,Fertile,Disputed,Crop,Unpaid,Dryland,2025-05-25
PLOT187,Shaan Kumer,Kabir Deshmukh,765/A,340,8.78,Agricultural,Singrauli,Karmala,Ahmednagar,Maharashtra,Single,1,Paddy,Canal,Legal Dispute,M2847,2023-09-17,₹520081,₹925687,Sale,R7212,XXXX-XXXX-2147,DNPPU6977O,02869337340,"H.No. 76, Rajagopalan Ganj, Rajkot-056012",17.3006,73.7783,Alluvial,Low,Disputed,Crop,Paid,Partially cultivated,2025-08-07
PLOT188,Anya Dyal,Jayant Shinde,586/A,419,1.1,Agricultural,Munger,Beed,Nashik,Maharashtra,Single,1,Maize,Borewell,Legal Dispute,M2345,2024-12-08,₹716925,₹1156680,Sale,R4478,XXXX-XXXX-2854,FKYPU6053P,+915357228739,"H.No. 353, Sampath Chowk, Indore-838395",17.51,73.0685,Black Cotton,Fertile,Active,Residential,Unpaid,Dryland,2025-04-09
PLOT189,Aaryahi Joshi,Urvi Deshmukh,804/A,688,3.48,Agricultural,Malda,Karjat,Ahmednagar,Maharashtra,Single,1,Paddy,Borewell,Bank Loan,M3523,2023-07-04,₹264323,₹1930278,Inheritance,R8813,XXXX-XXXX-1000,XBIPY1688M,9778945605,"951, Kumer Path, Barasat-268813",18.6029,75.2172,Black Cotton,Low,Disputed,Residential,Unpaid,Irrigated area,2024-12-14
PLOT190,Neysa Shah,Taimur Deshmukh,411/A,332,0.52,Non-Agricultural,Bareilly,Pandharpur,Nashik,Maharashtra,Single,1,Wheat,Well,Bank Loan,M7216,2024-11-09,₹207981,₹1922867,Inheritance,R9046,XXXX-XXXX-5872,ZEHPD3599R,3255109848,"48/374, Mahal Ganj, Machilipatnam-343956",19.195,74.381,Alluvial,Medium,Active,Fallow,Paid,Partially cultivated,2024-10-25
PLOT191,Anahita Samra,Lavanya Patil,184/A,832,2.12,Agricultural,Karaikudi,Sangola,Nashik,Maharashtra,Joint,2,Sugarcane,Borewell,Bank Loan,M7817,2025-04-20,₹741527,₹1156091,Gift,R1546,XXXX-XXXX-7559,FMPPH3824J,8940834438,"007, Madan Ganj, Haldia-475966",18.1195,74.8426,Sandy,Fertile,Disputed,Residential,Paid,Partially cultivated,2024-12-30
